title,description,category,languageType,mediaURL,text
Es Campur Makassar,"Es campur khas Makassar yang terdiri dari campuran buah-buahan segar, agar-agar, kelapa muda, dan es serut, lalu disiram dengan sirup gula merah atau susu kental manis.",Kuliner Nusantara,Makassar,,"Es Campur Makassar Es campur khas Makassar yang terdiri dari campuran buah-buahan segar, agar-agar, kelapa muda, dan es serut, lalu disiram dengan sirup gula merah atau susu kental manis."
Barongko,"Minuman berbahan dasar pisang yang difermentasi dan dicampur dengan bahan seperti gula merah dan rempah-rempah, memiliki rasa manis yang unik dan kental. Minuman ini lebih mirip seperti minuman khas tradisional yang biasanya disajikan dalam acara adat.",Kuliner Nusantara,Makassar,,"Barongko Minuman berbahan dasar pisang yang difermentasi dan dicampur dengan bahan seperti gula merah dan rempah-rempah, memiliki rasa manis yang unik dan kental. Minuman ini lebih mirip seperti minuman khas tradisional yang biasanya disajikan dalam acara adat."
Kacang Merica,"Camilan khas Bugis yang terbuat dari kacang tanah yang dipanggang dan dibumbui dengan garam, merica, serta rempah lainnya. Kacang merica biasanya dijadikan camilan sehari-hari atau pendamping hidangan utama.",Kuliner Nusantara,Makassar,,"Kacang Merica Camilan khas Bugis yang terbuat dari kacang tanah yang dipanggang dan dibumbui dengan garam, merica, serta rempah lainnya. Kacang merica biasanya dijadikan camilan sehari-hari atau pendamping hidangan utama."
Bajeng (Kerupuk Bajeng),Kerupuk khas Makassar yang terbuat dari tepung beras dan dibumbui dengan rempah-rempah khas. Kerupuk Bajeng sering disajikan sebagai pendamping hidangan utama atau makan malam bersama keluarga.,Kuliner Nusantara,Makassar,,Bajeng (Kerupuk Bajeng) Kerupuk khas Makassar yang terbuat dari tepung beras dan dibumbui dengan rempah-rempah khas. Kerupuk Bajeng sering disajikan sebagai pendamping hidangan utama atau makan malam bersama keluarga.
Baju Bodo,Baju Bodo adalah pakaian adat khas Bugis yang dikenakan oleh perempuan. Baju ini terdiri dari atasan tanpa lengan yang panjangnya hanya sampai perut atau pinggang. Biasanya terbuat dari kain sutra atau tenun Bugis yang ringan dan halus. Kainnya sering kali dihiasi dengan bordir atau motif geometris khas Bugis. Baju Bodo biasanya dipadukan dengan kain sarung yang terbuat dari kain tenun Bugis dengan motif khas.,Pakaian Nusantara,Makassar,,Baju Bodo Baju Bodo adalah pakaian adat khas Bugis yang dikenakan oleh perempuan. Baju ini terdiri dari atasan tanpa lengan yang panjangnya hanya sampai perut atau pinggang. Biasanya terbuat dari kain sutra atau tenun Bugis yang ringan dan halus. Kainnya sering kali dihiasi dengan bordir atau motif geometris khas Bugis. Baju Bodo biasanya dipadukan dengan kain sarung yang terbuat dari kain tenun Bugis dengan motif khas.
Baju Bodo Lengan Panjang,"Varian dari Baju Bodo yang memiliki tambahan lengan panjang, memberikan kesan lebih formal dan elegan. Baju ini sering digunakan pada acara adat dan pernikahan. Terbuat dari kain sutra atau tenun Bugis yang lebih halus dan tebal, dengan hiasan bordir yang rumit. Biasanya menggunakan warna-warna cerah seperti merah, kuning, dan hijau.",Pakaian Nusantara,Makassar,,"Baju Bodo Lengan Panjang Varian dari Baju Bodo yang memiliki tambahan lengan panjang, memberikan kesan lebih formal dan elegan. Baju ini sering digunakan pada acara adat dan pernikahan. Terbuat dari kain sutra atau tenun Bugis yang lebih halus dan tebal, dengan hiasan bordir yang rumit. Biasanya menggunakan warna-warna cerah seperti merah, kuning, dan hijau."
Sarung Bugis,"Sarung Bugis adalah kain panjang yang digunakan untuk dililitkan di pinggang. Sarung ini terbuat dari kain tenun Bugis dengan motif geometris atau garis-garis yang khas, dan biasanya berbahan katun atau sutra dengan tekstur lembut. Sarung ini digunakan oleh pria dan wanita untuk melengkapi pakaian adat mereka.",Pakaian Nusantara,Makassar,,"Sarung Bugis Sarung Bugis adalah kain panjang yang digunakan untuk dililitkan di pinggang. Sarung ini terbuat dari kain tenun Bugis dengan motif geometris atau garis-garis yang khas, dan biasanya berbahan katun atau sutra dengan tekstur lembut. Sarung ini digunakan oleh pria dan wanita untuk melengkapi pakaian adat mereka."
Kita' (Keris),"Meskipun bukan pakaian, Kita' adalah simbol penting dalam pakaian tradisional Bugis. Keris ini sering dipakai oleh pria dalam upacara adat atau pernikahan. Keris ini biasanya memiliki bilah logam yang dipadukan dengan sarung yang terbuat dari kayu atau perak dengan ukiran tradisional Bugis.",Pakaian Nusantara,Makassar,,"Kita' (Keris) Meskipun bukan pakaian, Kita' adalah simbol penting dalam pakaian tradisional Bugis. Keris ini sering dipakai oleh pria dalam upacara adat atau pernikahan. Keris ini biasanya memiliki bilah logam yang dipadukan dengan sarung yang terbuat dari kayu atau perak dengan ukiran tradisional Bugis."
Baju Kurung Makassar,"Pakaian adat pria yang terbuat dari kain tenun dengan motif Makassar. Baju ini terbuat dari kain sutra atau katun, dengan desain formal dan potongan yang lebih rapi. Baju ini dipadukan dengan celana panjang atau sarung, dan sering dikenakan pada acara resmi seperti pernikahan atau upacara adat.",Pakaian Nusantara,Makassar,,"Baju Kurung Makassar Pakaian adat pria yang terbuat dari kain tenun dengan motif Makassar. Baju ini terbuat dari kain sutra atau katun, dengan desain formal dan potongan yang lebih rapi. Baju ini dipadukan dengan celana panjang atau sarung, dan sering dikenakan pada acara resmi seperti pernikahan atau upacara adat."
Songkok Bugis,"Songkok adalah penutup kepala tradisional yang digunakan oleh pria Bugis, terbuat dari bahan yang keras seperti beludru atau kain tebal. Songkok Bugis sering dipakai bersama pakaian adat pada acara adat, pernikahan, dan perayaan lainnya.",Pakaian Nusantara,Makassar,,"Songkok Bugis Songkok adalah penutup kepala tradisional yang digunakan oleh pria Bugis, terbuat dari bahan yang keras seperti beludru atau kain tebal. Songkok Bugis sering dipakai bersama pakaian adat pada acara adat, pernikahan, dan perayaan lainnya."
Gelung (Kepala Kerajinan),"Gelung adalah hiasan kepala yang dikenakan oleh pengantin wanita dalam pernikahan Bugis. Terbuat dari logam mulia seperti emas, gelung ini dihiasi dengan ukiran yang rumit dan simbolis. Gelung melambangkan kemewahan dan status sosial keluarga pengantin.",Pakaian Nusantara,Makassar,,"Gelung (Kepala Kerajinan) Gelung adalah hiasan kepala yang dikenakan oleh pengantin wanita dalam pernikahan Bugis. Terbuat dari logam mulia seperti emas, gelung ini dihiasi dengan ukiran yang rumit dan simbolis. Gelung melambangkan kemewahan dan status sosial keluarga pengantin."
Asal Usul Suku Bugis,"Suku Bugis berasal dari wilayah pesisir selatan Sulawesi, Indonesia yang dikenal sebagai pelaut ulung dan pedagang, dengan sejarah panjang dalam tradisi maritim. Bugis diyakini berasal dari kerajaan kuno Luwu, yang juga menjadi pusat kebudayaan dan perdagangan di wilayah tersebut. Pengaruh budaya Bugis meluas hingga ke wilayah Asia Tenggara.",Sejarah Nusantara,Makassar,,"Asal Usul Suku Bugis Suku Bugis berasal dari wilayah pesisir selatan Sulawesi, Indonesia yang dikenal sebagai pelaut ulung dan pedagang, dengan sejarah panjang dalam tradisi maritim. Bugis diyakini berasal dari kerajaan kuno Luwu, yang juga menjadi pusat kebudayaan dan perdagangan di wilayah tersebut. Pengaruh budaya Bugis meluas hingga ke wilayah Asia Tenggara."
Kerajaan Bone,"Kerajaan Bone terletak di Sulawesi Selatan, berdiri sejak abad ke-14, dan merupakan salah satu kerajaan besar di wilayah ini. Bone memiliki sistem pemerintahan yang kuat, dikenal dengan hukum adat A’pat Toa, dan pengaruhnya sangat besar dalam bidang militer dan perdagangan. Bone juga berperan penting dalam penyebaran kebudayaan Bugis.",Sejarah Nusantara,Makassar,,"Kerajaan Bone Kerajaan Bone terletak di Sulawesi Selatan, berdiri sejak abad ke-14, dan merupakan salah satu kerajaan besar di wilayah ini. Bone memiliki sistem pemerintahan yang kuat, dikenal dengan hukum adat A’pat Toa, dan pengaruhnya sangat besar dalam bidang militer dan perdagangan. Bone juga berperan penting dalam penyebaran kebudayaan Bugis."
Kerajaan Gowa,"Kerajaan Gowa berpusat di Makassar, mencapai puncaknya pada abad ke-16. Sultan Alauddin dari Gowa berhasil mengislamkan kerajaan ini dan memperkuat pengaruhnya di kawasan Timur Indonesia. Kerajaan Gowa terkenal dengan pembangunan Fort Rotterdam dan hubungan dagangnya yang luas dengan negara-negara Eropa dan Asia.",Sejarah Nusantara,Makassar,,"Kerajaan Gowa Kerajaan Gowa berpusat di Makassar, mencapai puncaknya pada abad ke-16. Sultan Alauddin dari Gowa berhasil mengislamkan kerajaan ini dan memperkuat pengaruhnya di kawasan Timur Indonesia. Kerajaan Gowa terkenal dengan pembangunan Fort Rotterdam dan hubungan dagangnya yang luas dengan negara-negara Eropa dan Asia."
Kerajaan Luwu,"Kerajaan Luwu adalah salah satu kerajaan tertua di Sulawesi, berdiri sejak abad ke-12. Kerajaan ini menjadi pusat kebudayaan Bugis dan memainkan peran kunci dalam perdagangan di kawasan Asia Tenggara. Luwu juga dikenal sebagai kerajaan yang menjaga hubungan baik dengan kerajaan-kerajaan lainnya di Nusantara.",Sejarah Nusantara,Makassar,,"Kerajaan Luwu Kerajaan Luwu adalah salah satu kerajaan tertua di Sulawesi, berdiri sejak abad ke-12. Kerajaan ini menjadi pusat kebudayaan Bugis dan memainkan peran kunci dalam perdagangan di kawasan Asia Tenggara. Luwu juga dikenal sebagai kerajaan yang menjaga hubungan baik dengan kerajaan-kerajaan lainnya di Nusantara."
La Mappasessu,"La Mappasessu adalah tokoh Bugis yang dikenal karena perjuangannya melawan penjajahan Belanda. Ia simbol keberanian dan kepemimpinan dalam menghadapi kolonialisme, menjadi inspirasi bagi rakyat Bugis untuk mempertahankan kemerdekaan dan kebudayaan mereka.",Sejarah Nusantara,Makassar,,"La Mappasessu La Mappasessu adalah tokoh Bugis yang dikenal karena perjuangannya melawan penjajahan Belanda. Ia simbol keberanian dan kepemimpinan dalam menghadapi kolonialisme, menjadi inspirasi bagi rakyat Bugis untuk mempertahankan kemerdekaan dan kebudayaan mereka."
Sultan Alauddin,"Sultan Alauddin adalah salah satu pemimpin paling terkenal dari Kerajaan Gowa, dikenal karena keberhasilannya mengislamkan kerajaan dan memperkuat perdagangan di wilayah tersebut. Dia juga memperkenalkan kebijakan yang membawa Gowa menjadi salah satu kerajaan Islam terbesar di Sulawesi.",Sejarah Nusantara,Makassar,,"Sultan Alauddin Sultan Alauddin adalah salah satu pemimpin paling terkenal dari Kerajaan Gowa, dikenal karena keberhasilannya mengislamkan kerajaan dan memperkuat perdagangan di wilayah tersebut. Dia juga memperkenalkan kebijakan yang membawa Gowa menjadi salah satu kerajaan Islam terbesar di Sulawesi."
Andi Depu,Andi Depu adalah pejuang Bugis yang terkenal dalam perlawanan terhadap penjajahan Belanda. Ia menjadi salah satu pahlawan dalam sejarah perjuangan kemerdekaan Indonesia dan dihormati sebagai tokoh penting dalam sejarah Bugis dan Makassar.,Sejarah Nusantara,Makassar,,Andi Depu Andi Depu adalah pejuang Bugis yang terkenal dalam perlawanan terhadap penjajahan Belanda. Ia menjadi salah satu pahlawan dalam sejarah perjuangan kemerdekaan Indonesia dan dihormati sebagai tokoh penting dalam sejarah Bugis dan Makassar.
Sejarah Suku Bugis-Makassar,"Suku Bugis dan Makassar memiliki sejarah yang panjang, dimulai dari zaman kerajaan kuno seperti Kerajaan Luwu, Kerajaan Gowa, dan Kerajaan Bone yang berdiri sejak abad ke-12 hingga abad ke-16. Suku Bugis dikenal sebagai pelaut ulung, sementara suku Makassar dikenal dengan pengaruh Islamnya dan kekuatan kerajaan Gowa. Mereka terlibat dalam perdagangan rempah-rempah dan memiliki pengaruh besar di kawasan Asia Tenggara, terutama di wilayah Sulawesi Selatan.",Sejarah Nusantara,Makassar,,"Sejarah Suku Bugis-Makassar Suku Bugis dan Makassar memiliki sejarah yang panjang, dimulai dari zaman kerajaan kuno seperti Kerajaan Luwu, Kerajaan Gowa, dan Kerajaan Bone yang berdiri sejak abad ke-12 hingga abad ke-16. Suku Bugis dikenal sebagai pelaut ulung, sementara suku Makassar dikenal dengan pengaruh Islamnya dan kekuatan kerajaan Gowa. Mereka terlibat dalam perdagangan rempah-rempah dan memiliki pengaruh besar di kawasan Asia Tenggara, terutama di wilayah Sulawesi Selatan."
Wilayah Sulawesi Selatan,"Sulawesi Selatan terletak di bagian selatan Pulau Sulawesi, Indonesia. Wilayah ini menjadi pusat kebudayaan suku Bugis dan Makassar, yang tersebar di kota-kota seperti Makassar, Bone, Wajo, Soppeng, dan Luwu. Provinsi ini berbatasan dengan Sulawesi Tenggara di timur, Sulawesi Barat di utara, dan Selat Makassar di barat.",Sejarah Nusantara,Makassar,,"Wilayah Sulawesi Selatan Sulawesi Selatan terletak di bagian selatan Pulau Sulawesi, Indonesia. Wilayah ini menjadi pusat kebudayaan suku Bugis dan Makassar, yang tersebar di kota-kota seperti Makassar, Bone, Wajo, Soppeng, dan Luwu. Provinsi ini berbatasan dengan Sulawesi Tenggara di timur, Sulawesi Barat di utara, dan Selat Makassar di barat."
Makassar,"Makassar adalah ibu kota Provinsi Sulawesi Selatan dan menjadi pusat budaya, perdagangan, dan politik bagi suku Bugis dan Makassar. Batas kota Makassar terletak di pesisir barat Pulau Sulawesi dan berbatasan langsung dengan Selat Makassar di utara. Makassar juga berbatasan dengan kabupaten-kabupaten seperti Gowa, Takalar, dan Maros.",Sejarah Nusantara,Makassar,,"Makassar Makassar adalah ibu kota Provinsi Sulawesi Selatan dan menjadi pusat budaya, perdagangan, dan politik bagi suku Bugis dan Makassar. Batas kota Makassar terletak di pesisir barat Pulau Sulawesi dan berbatasan langsung dengan Selat Makassar di utara. Makassar juga berbatasan dengan kabupaten-kabupaten seperti Gowa, Takalar, dan Maros."
Kabupaten Bone,Kabupaten Bone terletak di Sulawesi Selatan dan merupakan pusat budaya Bugis. Batas kabupaten ini meliputi wilayah pesisir di timur dan bagian barat yang berbatasan dengan Kabupaten Soppeng dan Wajo. Bone juga berdekatan dengan Kota Makassar dan berbatasan dengan Kabupaten Pangkajene dan Kepulauan.,Sejarah Nusantara,Makassar,,Kabupaten Bone Kabupaten Bone terletak di Sulawesi Selatan dan merupakan pusat budaya Bugis. Batas kabupaten ini meliputi wilayah pesisir di timur dan bagian barat yang berbatasan dengan Kabupaten Soppeng dan Wajo. Bone juga berdekatan dengan Kota Makassar dan berbatasan dengan Kabupaten Pangkajene dan Kepulauan.
Kabupaten Wajo,Kabupaten Wajo adalah salah satu kabupaten di Sulawesi Selatan yang terkenal dengan kebudayaan Bugis. Batas kabupaten ini meliputi wilayah timur Sulawesi Selatan dan berbatasan dengan Kabupaten Soppeng di barat dan Kabupaten Bone di selatan. Wajo juga memiliki akses ke pesisir timur Pulau Sulawesi.,Sejarah Nusantara,Makassar,,Kabupaten Wajo Kabupaten Wajo adalah salah satu kabupaten di Sulawesi Selatan yang terkenal dengan kebudayaan Bugis. Batas kabupaten ini meliputi wilayah timur Sulawesi Selatan dan berbatasan dengan Kabupaten Soppeng di barat dan Kabupaten Bone di selatan. Wajo juga memiliki akses ke pesisir timur Pulau Sulawesi.
Kabupaten Gowa,"Kabupaten Gowa terletak di dekat Kota Makassar, membentuk bagian dari wilayah metropolitan Makassar. Kabupaten ini berbatasan dengan Kota Makassar di utara dan memiliki wilayah pesisir yang berbatasan dengan Selat Makassar. Gowa adalah tempat berdirinya Kerajaan Gowa yang bersejarah.",Sejarah Nusantara,Makassar,,"Kabupaten Gowa Kabupaten Gowa terletak di dekat Kota Makassar, membentuk bagian dari wilayah metropolitan Makassar. Kabupaten ini berbatasan dengan Kota Makassar di utara dan memiliki wilayah pesisir yang berbatasan dengan Selat Makassar. Gowa adalah tempat berdirinya Kerajaan Gowa yang bersejarah."
Sungai Saddang,"Sungai Saddang adalah sungai utama di Sulawesi Selatan yang melintasi wilayah Kabupaten Pinrang, Wajo, dan Bone. Sungai ini memainkan peran penting dalam transportasi dan irigasi, serta menjadi sumber kehidupan bagi masyarakat di sepanjang alirannya.",Sejarah Nusantara,Makassar,,"Sungai Saddang Sungai Saddang adalah sungai utama di Sulawesi Selatan yang melintasi wilayah Kabupaten Pinrang, Wajo, dan Bone. Sungai ini memainkan peran penting dalam transportasi dan irigasi, serta menjadi sumber kehidupan bagi masyarakat di sepanjang alirannya."
Sungai Walanae,"Sungai Walanae mengalir melalui wilayah Kabupaten Wajo dan Kabupaten Soppeng, menjadi salah satu sungai utama di Sulawesi Selatan. Sungai ini juga memiliki peran dalam pertanian dan kehidupan sosial masyarakat Bugis, yang sering mengandalkan sungai ini untuk kebutuhan sehari-hari.",Sejarah Nusantara,Makassar,,"Sungai Walanae Sungai Walanae mengalir melalui wilayah Kabupaten Wajo dan Kabupaten Soppeng, menjadi salah satu sungai utama di Sulawesi Selatan. Sungai ini juga memiliki peran dalam pertanian dan kehidupan sosial masyarakat Bugis, yang sering mengandalkan sungai ini untuk kebutuhan sehari-hari."
Gunung Bawakaraeng,"Gunung Bawakaraeng adalah gunung yang terletak di Kabupaten Gowa, Sulawesi Selatan. Dengan ketinggian 2.800 meter di atas permukaan laut, gunung ini merupakan puncak tertinggi di Sulawesi Selatan. Gunung Bawakaraeng dikenal dalam budaya lokal dan menjadi salah satu landmark alam yang penting bagi masyarakat Bugis dan Makassar.",Sejarah Nusantara,Makassar,,"Gunung Bawakaraeng Gunung Bawakaraeng adalah gunung yang terletak di Kabupaten Gowa, Sulawesi Selatan. Dengan ketinggian 2.800 meter di atas permukaan laut, gunung ini merupakan puncak tertinggi di Sulawesi Selatan. Gunung Bawakaraeng dikenal dalam budaya lokal dan menjadi salah satu landmark alam yang penting bagi masyarakat Bugis dan Makassar."
Gunung Lompobattang,"Gunung Lompobattang adalah gunung yang terletak di Kabupaten Gowa dan Barru, Sulawesi Selatan. Gunung ini memiliki ketinggian 2.300 meter dan menjadi salah satu titik penting dalam budaya masyarakat Bugis dan Makassar, sering digunakan sebagai tempat mendaki dan tujuan wisata alam.",Sejarah Nusantara,Makassar,,"Gunung Lompobattang Gunung Lompobattang adalah gunung yang terletak di Kabupaten Gowa dan Barru, Sulawesi Selatan. Gunung ini memiliki ketinggian 2.300 meter dan menjadi salah satu titik penting dalam budaya masyarakat Bugis dan Makassar, sering digunakan sebagai tempat mendaki dan tujuan wisata alam."
Fort Rotterdam,"Fort Rotterdam adalah benteng bersejarah yang terletak di pusat Kota Makassar, dibangun pada abad ke-16 oleh Kerajaan Gowa dan diperkuat oleh Belanda pada abad ke-17. Fort Rotterdam kini menjadi situs sejarah penting yang mencerminkan perjuangan Bugis dan Makassar terhadap penjajahan.",Sejarah Nusantara,Makassar,,"Fort Rotterdam Fort Rotterdam adalah benteng bersejarah yang terletak di pusat Kota Makassar, dibangun pada abad ke-16 oleh Kerajaan Gowa dan diperkuat oleh Belanda pada abad ke-17. Fort Rotterdam kini menjadi situs sejarah penting yang mencerminkan perjuangan Bugis dan Makassar terhadap penjajahan."
Pantai Losari,"Pantai Losari adalah landmark ikonik yang terletak di tepi pantai Kota Makassar. Pantai ini terkenal dengan pemandangan matahari terbenam yang indah dan menjadi salah satu tempat wisata utama di Makassar, serta menjadi simbol dari kota ini yang terus berkembang sebagai pusat modernisasi.",Sejarah Nusantara,Makassar,,"Pantai Losari Pantai Losari adalah landmark ikonik yang terletak di tepi pantai Kota Makassar. Pantai ini terkenal dengan pemandangan matahari terbenam yang indah dan menjadi salah satu tempat wisata utama di Makassar, serta menjadi simbol dari kota ini yang terus berkembang sebagai pusat modernisasi."
Masjid Agung Makassar,"Masjid Agung Makassar adalah salah satu masjid terbesar di Makassar, yang dibangun pada abad ke-17. Masjid ini menjadi simbol pengaruh Islam di wilayah tersebut dan merupakan tempat ibadah utama bagi umat Muslim di Makassar dan sekitarnya.",Sejarah Nusantara,Makassar,,"Masjid Agung Makassar Masjid Agung Makassar adalah salah satu masjid terbesar di Makassar, yang dibangun pada abad ke-17. Masjid ini menjadi simbol pengaruh Islam di wilayah tersebut dan merupakan tempat ibadah utama bagi umat Muslim di Makassar dan sekitarnya."
Benteng Somba Opu,"Benteng Somba Opu adalah benteng yang dulunya menjadi markas Kerajaan Gowa. Terletak di Gowa, dekat dengan Kota Makassar, benteng ini memiliki nilai sejarah tinggi sebagai pusat pertahanan kerajaan Bugis dan Makassar terhadap penjajahan Belanda.",Sejarah Nusantara,Makassar,,"Benteng Somba Opu Benteng Somba Opu adalah benteng yang dulunya menjadi markas Kerajaan Gowa. Terletak di Gowa, dekat dengan Kota Makassar, benteng ini memiliki nilai sejarah tinggi sebagai pusat pertahanan kerajaan Bugis dan Makassar terhadap penjajahan Belanda."
La Galigo,"La Galigo mengisahkan asal-usul manusia dan kehidupan para dewa. Cerita ini sangat penting dalam tradisi lisan Bugis. La Galigo berisi kisah perjalanan hidup We Tenri Abeng, yang menjadi tokoh utama dalam legenda, dan cerita tentang penciptaan alam, pernikahan, serta konflik antar dewa. Ini adalah epik yang menggambarkan filosofi hidup, moralitas, dan mitologi suku Bugis. Cerita ini disampaikan dalam bentuk nyanyian atau puisi dan dianggap sebagai salah satu karya sastra terbesar di Indonesia.",Dongeng Nusantara,Makassar,,"La Galigo La Galigo mengisahkan asal-usul manusia dan kehidupan para dewa. Cerita ini sangat penting dalam tradisi lisan Bugis. La Galigo berisi kisah perjalanan hidup We Tenri Abeng, yang menjadi tokoh utama dalam legenda, dan cerita tentang penciptaan alam, pernikahan, serta konflik antar dewa. Ini adalah epik yang menggambarkan filosofi hidup, moralitas, dan mitologi suku Bugis. Cerita ini disampaikan dalam bentuk nyanyian atau puisi dan dianggap sebagai salah satu karya sastra terbesar di Indonesia."
Hariaji,Hariaji adalah cerita rakyat Bugis yang mengisahkan tentang seorang pahlawan atau pejuang yang berjuang melawan penindasan dan kejahatan. Cerita ini menceritakan perjalanan seorang pemuda yang penuh dengan tantangan dan petualangan. Hariaji akhirnya menemukan keberanian dan kekuatan dalam dirinya untuk melawan musuh dan membebaskan masyarakat dari kezaliman.,Dongeng Nusantara,Makassar,,Hariaji Hariaji adalah cerita rakyat Bugis yang mengisahkan tentang seorang pahlawan atau pejuang yang berjuang melawan penindasan dan kejahatan. Cerita ini menceritakan perjalanan seorang pemuda yang penuh dengan tantangan dan petualangan. Hariaji akhirnya menemukan keberanian dan kekuatan dalam dirinya untuk melawan musuh dan membebaskan masyarakat dari kezaliman.
Makkunrai,"Makkunrai adalah cerita rakyat Bugis yang menceritakan tentang seorang wanita Bugis yang memiliki kecantikan luar biasa dan dihormati di kalangan suku Bugis. Dalam cerita ini, Makkunrai dijadikan simbol kecantikan, kebijaksanaan, dan kesetiaan. Cerita ini juga mengajarkan nilai-nilai kehormatan dan kesetiaan pada pasangan hidup.",Dongeng Nusantara,Makassar,,"Makkunrai Makkunrai adalah cerita rakyat Bugis yang menceritakan tentang seorang wanita Bugis yang memiliki kecantikan luar biasa dan dihormati di kalangan suku Bugis. Dalam cerita ini, Makkunrai dijadikan simbol kecantikan, kebijaksanaan, dan kesetiaan. Cerita ini juga mengajarkan nilai-nilai kehormatan dan kesetiaan pada pasangan hidup."
Angin Mamiri,"Anging mammiri ku pasang
Pitujui tontonganna
Tusarroa takkaluppa
Tusarroa takkaluppa

Eaule
Namangngu'rangi
Tutenayyatutenayya pa'risi'na
Tutenayyatutenayya pa'risi'na

Battumi anging mammiri
Anging ngerang dinging-dinging
Namalantang saribuku

Eaule
Mangerang nakku
Nalo'lorang nalo'lorang je'ne mata

Anging mammiri ku pasang
Pitujui tontonganna
Tusarroa takkaluppa",Musik Nusantara,Makassar,,"Angin Mamiri Anging mammiri ku pasang
Pitujui tontonganna
Tusarroa takkaluppa
Tusarroa takkaluppa

Eaule
Namangngu'rangi
Tutenayyatutenayya pa'risi'na
Tutenayyatutenayya pa'risi'na

Battumi anging mammiri
Anging ngerang dinging-dinging
Namalantang saribuku

Eaule
Mangerang nakku
Nalo'lorang nalo'lorang je'ne mata

Anging mammiri ku pasang
Pitujui tontonganna
Tusarroa takkaluppa"
Gendang,"Alat musik perkusi yang sangat penting dalam kebudayaan Bugis dan Makassar. Digunakan dalam berbagai upacara adat dan pertunjukan seni, dengan berbagai ukuran dan suara khas.",Musik Nusantara,Makassar,,"Gendang Alat musik perkusi yang sangat penting dalam kebudayaan Bugis dan Makassar. Digunakan dalam berbagai upacara adat dan pertunjukan seni, dengan berbagai ukuran dan suara khas."
Saluang (Saluang),"Alat musik tiup dari bambu, dimainkan dalam pertunjukan musik tradisional untuk menemani tarian atau lagu-lagu daerah Bugis dan Makassar.",Musik Nusantara,Makassar,,"Saluang (Saluang) Alat musik tiup dari bambu, dimainkan dalam pertunjukan musik tradisional untuk menemani tarian atau lagu-lagu daerah Bugis dan Makassar."
Gong,Alat musik perkusi besar yang digunakan dalam musik tradisional. Gong sering menjadi bagian dari ansambel musik dalam upacara adat atau festival.,Musik Nusantara,Makassar,,Gong Alat musik perkusi besar yang digunakan dalam musik tradisional. Gong sering menjadi bagian dari ansambel musik dalam upacara adat atau festival.
Rebana,"Alat musik sejenis tambur atau drumb, sering digunakan dalam iringan musik untuk berbagai acara adat dan hiburan.",Musik Nusantara,Makassar,,"Rebana Alat musik sejenis tambur atau drumb, sering digunakan dalam iringan musik untuk berbagai acara adat dan hiburan."
Bambu Pillo,"Alat musik tiup dari bambu, digunakan dalam berbagai acara adat atau festival.",Musik Nusantara,Makassar,,"Bambu Pillo Alat musik tiup dari bambu, digunakan dalam berbagai acara adat atau festival."
Pulau Samalona,"Pulau kecil yang indah dengan pantai pasir putih dan air laut yang jernih, ideal untuk snorkeling dan diving.",Wisata Nusantara,Makassar,,"Pulau Samalona Pulau kecil yang indah dengan pantai pasir putih dan air laut yang jernih, ideal untuk snorkeling dan diving."
Pantai Losari,"Pantai yang terletak di pusat kota Makassar, terkenal dengan pemandangan matahari terbenam yang spektakuler.",Wisata Nusantara,Makassar,,"Pantai Losari Pantai yang terletak di pusat kota Makassar, terkenal dengan pemandangan matahari terbenam yang spektakuler."
Benteng Somba Opu,Sebuah benteng bersejarah yang dikelilingi alam tropis dan menawarkan pemandangan alam serta kisah sejarah Kerajaan Gowa.,Wisata Nusantara,Makassar,,Benteng Somba Opu Sebuah benteng bersejarah yang dikelilingi alam tropis dan menawarkan pemandangan alam serta kisah sejarah Kerajaan Gowa.
Fort Rotterdam,"Benteng bersejarah yang dibangun oleh Belanda, kini menjadi museum yang menampilkan artefak sejarah Makassar dan Sulawesi Selatan.",Wisata Nusantara,Makassar,,"Fort Rotterdam Benteng bersejarah yang dibangun oleh Belanda, kini menjadi museum yang menampilkan artefak sejarah Makassar dan Sulawesi Selatan."
Museum La Galigo,"Museum yang menyimpan koleksi budaya dan sejarah etnis Bugis, termasuk seni, artefak, dan dokumentasi tradisi.",Wisata Nusantara,Makassar,,"Museum La Galigo Museum yang menyimpan koleksi budaya dan sejarah etnis Bugis, termasuk seni, artefak, dan dokumentasi tradisi."
Kampung Cina,"Kawasan yang memperlihatkan pengaruh budaya Tionghoa di Makassar, dengan arsitektur khas dan kuliner Tionghoa yang bisa ditemukan di sini.",Wisata Nusantara,Makassar,,"Kampung Cina Kawasan yang memperlihatkan pengaruh budaya Tionghoa di Makassar, dengan arsitektur khas dan kuliner Tionghoa yang bisa ditemukan di sini."
Desa Wisata Bontomarannu,"Desa yang mempertahankan tradisi Bugis, menawarkan pengalaman budaya lokal seperti rumah adat, tarian, dan upacara.",Wisata Nusantara,Makassar,,"Desa Wisata Bontomarannu Desa yang mempertahankan tradisi Bugis, menawarkan pengalaman budaya lokal seperti rumah adat, tarian, dan upacara."
Rumah Makan Tepi Laut,"Tempat makan yang terkenal dengan hidangan seafood segar dan masakan khas Makassar, seperti Coto Makassar dan Pallubasa.",Wisata Nusantara,Makassar,,"Rumah Makan Tepi Laut Tempat makan yang terkenal dengan hidangan seafood segar dan masakan khas Makassar, seperti Coto Makassar dan Pallubasa."
